Time,Discharge(m^3 s^-1),Max,Min
2003-07-01,0.0,0.0,0.0
2003-07-02,0.0,0.0,0.0
2003-07-03,0.0,0.0,0.0
2003-07-04,0.0,0.0,0.0
2003-07-05,0.0,0.0,0.0
2003-07-06,0.0,0.0,0.0
2003-07-07,0.0,0.0,0.0
2003-07-08,0.0,0.0,0.0
2003-07-09,0.0,0.0,0.0
2003-07-10,0.0,0.0,0.0
2003-07-11,0.0,0.0,0.0
2003-07-12,0.0,0.01,0.0
2003-07-13,0.0,0.01,0.0
2003-07-14,0.0,0.0,0.0
2003-07-15,0.0,0.0,0.0
2003-07-16,0.0,0.02,0.0
2003-07-17,0.16,0.36,0.02
2003-07-18,0.61,0.84,0.37
2003-07-19,0.885,1.23,0.82
2003-07-20,2.615,3.45,1.27
2003-07-21,4.03,4.33,3.47
2003-07-22,4.235,4.34,4.02
2003-07-23,3.625,4.01,3.24
2003-07-24,2.7199999999999998,3.22,2.3
2003-07-25,1.9049999999999998,2.28,1.63
2003-07-26,1.35,1.62,1.14
2003-07-27,0.9299999999999999,1.13,0.78
2003-07-28,0.6499999999999999,0.77,0.56
2003-07-29,0.48,0.56,0.42
2003-07-30,0.38,0.42,0.36
2003-07-31,0.355,0.36,0.34
2003-08-01,0.315,0.34,0.31
2003-08-02,0.305,0.31,0.3
2003-08-03,0.28,0.3,0.26
2003-08-04,0.22999999999999998,0.26,0.21
2003-08-05,0.185,0.2,0.17
2003-08-06,0.155,0.17,0.14
2003-08-07,0.135,0.14,0.13
2003-08-08,0.12,0.13,0.11
2003-08-09,0.11,0.11,0.1
2003-08-10,0.1,0.1,0.09
2003-08-11,0.09,0.09,0.09
2003-08-12,0.09,0.09,0.09
2003-08-13,0.10500000000000001,0.11,0.09
2003-08-14,0.13,0.18,0.11
2003-08-15,0.67,1.55,0.19
2003-08-16,1.755,1.78,1.58
2003-08-17,1.88,1.96,1.75
2003-08-18,1.905,1.96,1.76
2003-08-19,1.415,1.75,1.13
2003-08-20,0.885,1.11,0.74
2003-08-21,0.615,0.73,0.53
2003-08-22,0.45499999999999996,0.53,0.41
2003-08-23,0.36,0.4,0.33
2003-08-24,0.31,0.33,0.3
2003-08-25,0.28500000000000003,0.3,0.28
2003-08-26,0.26,0.28,0.24
2003-08-27,0.22,0.24,0.21
2003-08-28,0.195,0.21,0.18
2003-08-29,0.165,0.18,0.16
2003-08-30,0.14500000000000002,0.16,0.14
2003-08-31,0.13,0.14,0.13
2003-09-01,0.12,0.12,0.12
2003-09-02,0.12,0.13,0.12
2003-09-03,0.12,0.13,0.12
2003-09-04,0.12,0.12,0.12
2003-09-05,0.12,0.12,0.12
2003-09-06,0.12,0.12,0.12
2003-09-07,0.12,0.12,0.12
2003-09-08,0.11,0.12,0.11
2003-09-09,0.1,0.11,0.1
2003-09-10,0.095,0.1,0.09
2003-09-11,0.10500000000000001,0.12,0.1
2003-09-12,0.125,0.13,0.12
2003-09-13,0.14500000000000002,0.15,0.13
2003-09-14,0.14,0.15,0.13
2003-09-15,0.11499999999999999,0.13,0.11
2003-09-16,0.1,0.11,0.09
2003-09-17,0.1,0.12,0.09
2003-09-18,0.13,0.13,0.12
2003-09-19,0.13,0.13,0.12
2003-09-20,0.13,0.13,0.13
2003-09-21,0.135,0.15,0.13
2003-09-22,0.14500000000000002,0.15,0.14
2003-09-23,0.14,0.14,0.14
2003-09-24,0.16499999999999998,0.21,0.14
2003-09-25,0.3,0.38,0.0
